date,entry_time,exit_time,year,instrument,strategy,direction,entry,exit_price,stop,target,pnl_pts,pnl_rs,win,exit_reason,bias_score,lots_used,capital_used,gap_pts,gap_pct,gap_vs_atr,orb_size,stop_pts,target_pts,atr14,be_triggered,regime,macro_ok,vwap_dev_pct,margin_per_lot,capital_at_entry,lots_at_entry,equity_after
2023-10-10,2023-10-10 12:00:00,2023-10-10 13:15:00,2023,NSE-BANKNIFTY,ORB,LONG,44391.4,44572.1,44230.78,44572.1,180.7,4477.5,1,TARGET HIT,0.9638,15,75000,237.9,0.541,0.592,195.3,160.62,180.7,401.55,0.0,neutral,True,,75000,141811.75,1,146289.25
2023-10-27,2023-10-27 11:00:00,2023-10-27 15:30:00,2023,NSE-BANKNIFTY,ORB,LONG,42969.75,43100.0,42800.63,43160.01,130.25,3216.25,1,SQUARE OFF,0.1951,15,75000,138.95,0.326,0.329,214.8,169.12,190.26,422.79,0.0,neutral,True,,75000,146289.25,1,149505.5
2023-11-06,2023-11-06 14:00:00,2023-11-06 15:30:00,2023,NSE-BANKNIFTY,ORB,LONG,43788.55,43855.55,43599.78,44000.91,67.0,1635.0,1,SQUARE OFF,0.0728,15,75000,92.05,0.212,0.195,179.4,188.77,212.36,471.92,0.0,neutral,True,,75000,149505.5,1,151140.5
2023-11-07,2023-11-07 13:30:00,2023-11-07 14:45:00,2023,NSE-BANKNIFTY,VWAP_REV,LONG,43664.45,43892.45,43429.77,44016.47,228.0,5660.0,1,SQUARE OFF,0.0818,15,75000,0.25,,,,234.68,352.02,469.36,,neutral,True,0.041,75000,151140.5,1,156800.5
2023-11-17,2023-11-17 10:00:00,2023-11-17 15:15:00,2023,NSE-BANKNIFTY,ORB,SHORT,43800.0,43688.25,43954.46,43626.24,111.75,2753.75,1,SQUARE OFF,0.2214,15,75000,378.2,0.854,0.979,240.55,154.46,173.76,386.14,0.0,neutral,True,,75000,156800.5,1,159554.25
2023-11-20,2023-11-20 11:00:00,2023-11-20 14:45:00,2023,NSE-BANKNIFTY,VWAP_REV,SHORT,43670.1,43795.85,43864.83,43378.0,-125.75,-1926.25,0,SQUARE OFF,0.327,15,75000,36.35,,,,194.73,292.1,389.46,,neutral,True,0.163,75000,159554.25,1,157628.0
2023-11-24,2023-11-24 13:00:00,2023-11-24 14:15:00,2023,NSE-BANKNIFTY,VWAP_REV,SHORT,43644.4,43806.96,43806.96,43400.56,-162.56,-2478.4,0,STOP LOSS,0.3552,15,75000,15.85,,,,162.56,243.84,325.12,,neutral,True,0.178,75000,157628.0,1,155149.6
2023-11-28,2023-11-28 10:30:00,2023-11-28 12:45:00,2023,NSE-BANKNIFTY,ORB,LONG,43880.0,44029.04,43747.52,44029.04,149.04,2195.6,1,TARGET HIT,0.1062,15,75000,72.95,0.167,0.22,78.35,132.48,149.04,331.19,0.0,neutral,True,,75000,155149.6,1,157345.2
2023-11-29,2023-11-29 10:00:00,2023-11-29 11:30:00,2023,NSE-BANKNIFTY,ORB,LONG,44165.05,44313.7,44032.91,44313.7,148.65,2189.75,1,TARGET HIT,0.2371,15,75000,94.05,0.214,0.285,119.45,132.14,148.65,330.34,0.0,neutral,True,,75000,157345.2,1,159534.95
2023-12-05,2023-12-05 10:00:00,2023-12-05 10:15:00,2023,NSE-BANKNIFTY,ORB,LONG,47230.55,47421.51,47060.8,47421.51,190.96,2824.4,1,TARGET HIT,1.0,15,75000,153.25,0.328,0.361,295.85,169.75,190.96,424.36,0.0,neutral,True,,75000,159534.95,1,162359.35
2023-12-08,2023-12-08 12:15:00,2023-12-08 14:45:00,2023,NSE-BANKNIFTY,VWAP_REV,SHORT,47172.6,47347.7,47420.36,46800.96,-175.1,-2666.5,0,SQUARE OFF,0.0298,15,75000,36.95,,,,247.76,371.64,495.52,,neutral,True,0.015,75000,162359.35,1,159692.85
2023-12-14,2023-12-14 10:00:00,2023-12-14 15:15:00,2023,NSE-BANKNIFTY,ORB,LONG,48103.45,48070.0,47896.14,48336.67,-33.45,-541.75,0,SQUARE OFF,1.0,15,75000,262.2,0.553,0.506,289.7,207.31,233.22,518.26,0.0,neutral,True,,75000,159692.85,1,159151.1
2023-12-18,2023-12-18 14:30:00,2023-12-18 15:30:00,2023,NSE-BANKNIFTY,ORB,SHORT,47955.6,47914.65,48182.6,47700.22,40.95,574.25,1,SQUARE OFF,0.0846,15,75000,215.0,0.446,0.379,236.35,227.0,255.37,567.5,0.0,neutral,True,,75000,159151.1,1,159725.35
2023-12-22,2023-12-22 12:15:00,2023-12-22 13:45:00,2023,NSE-BANKNIFTY,VWAP_REV,SHORT,48006.25,47537.58,48318.7,47537.58,468.67,6990.05,1,TARGET HIT,0.1891,15,75000,2.9,,,,312.45,468.67,624.9,,neutral,True,0.095,75000,159725.35,1,166715.4
2023-12-27,2023-12-27 12:15:00,2023-12-27 14:45:00,2023,NSE-BANKNIFTY,VWAP_REV,SHORT,48089.15,48221.95,48382.42,47649.24,-132.8,-4024.0,0,SQUARE OFF,0.0087,15,75000,17.5,,,,293.27,439.91,586.55,,neutral,True,0.004,75000,166715.4,2,162691.4
2024-02-01,2024-02-01 11:30:00,2024-02-01 12:45:00,2024,NSE-BANKNIFTY,VWAP_REV,SHORT,46152.9,46466.81,46466.81,45682.03,-313.91,-4748.65,0,STOP LOSS,0.094,15,75000,45.55,,,,313.91,470.87,627.83,,neutral,True,0.047,75000,162691.4,1,157942.75
2024-02-02,2024-02-02 11:30:00,2024-02-02 12:30:00,2024,NSE-BANKNIFTY,ORB,LONG,47069.0,46816.12,46816.12,47353.49,-252.88,-3833.2,0,STOP LOSS,0.7382,15,75000,260.0,0.56,0.411,233.0,252.88,284.49,632.19,0.0,neutral,True,,75000,157942.75,1,154109.55
2024-02-06,2024-02-06 12:15:00,2024-02-06 14:45:00,2024,NSE-BANKNIFTY,VWAP_REV,SHORT,45927.7,45927.65,46268.91,45415.88,0.05,-39.25,0,SQUARE OFF,0.0959,15,75000,1.2,,,,341.21,511.82,682.43,,neutral,True,0.048,75000,154109.55,1,154070.3
2024-02-13,2024-02-13 10:00:00,2024-02-13 12:00:00,2024,NSE-BANKNIFTY,ORB,LONG,45594.7,45262.76,45262.76,45968.14,-331.94,-5019.1,0,STOP LOSS,0.9628,15,75000,125.35,0.278,0.151,343.7,331.94,373.44,829.86,0.0,neutral,True,,75000,154070.3,1,149051.19999999998
2024-02-23,2024-02-23 10:00:00,2024-02-23 10:30:00,2024,NSE-BANKNIFTY,ORB,LONG,47314.85,47007.36,47007.36,47660.78,-307.49,-4652.35,0,STOP LOSS,0.3116,15,75000,120.0,0.255,0.156,250.95,307.49,345.93,768.72,0.0,neutral,True,,75000,149051.19999999998,1,144398.84999999998
2024-02-27,2024-02-27 11:15:00,2024-02-27 14:45:00,2024,NSE-BANKNIFTY,VWAP_REV,LONG,46514.85,46574.0,46125.62,47098.69,59.15,847.25,1,SQUARE OFF,0.1378,15,75000,30.0,,,,389.22,583.84,778.45,,neutral,True,0.069,75000,144398.84999999998,1,145246.09999999998
2024-05-08,2024-05-08 11:45:00,2024-05-08 14:45:00,2024,NSE-BANKNIFTY,VWAP_REV,LONG,48246.1,48193.25,47945.16,48697.51,-52.85,-832.75,0,SQUARE OFF,0.2113,15,75000,32.0,,,,300.94,451.41,601.89,,neutral,True,0.106,75000,145246.09999999998,1,144413.34999999998
2024-05-10,2024-05-10 10:45:00,2024-05-10 14:45:00,2024,NSE-BANKNIFTY,VWAP_REV,SHORT,47850.0,47578.75,48152.95,47395.58,271.25,4028.75,1,SQUARE OFF,0.1465,15,75000,38.0,,,,302.95,454.42,605.9,,neutral,True,0.073,75000,144413.34999999998,1,148442.09999999998
2024-05-13,2024-05-13 11:00:00,2024-05-13 13:45:00,2024,NSE-BANKNIFTY,VWAP_REV,LONG,47382.5,47828.85,47084.93,47828.85,446.35,6655.25,1,TARGET HIT,0.0484,15,75000,12.4,,,,297.57,446.35,595.14,,neutral,True,0.024,75000,148442.09999999998,1,155097.34999999998
2024-05-17,2024-05-17 12:00:00,2024-05-17 14:45:00,2024,NSE-BANKNIFTY,VWAP_REV,SHORT,48133.1,48183.5,48454.78,47650.58,-50.4,-796.0,0,SQUARE OFF,0.0618,15,75000,0.05,,,,321.68,482.52,643.36,,neutral,True,0.031,75000,155097.34999999998,1,154301.34999999998
2024-05-21,2024-05-21 10:00:00,2024-05-21 12:00:00,2024,NSE-BANKNIFTY,ORB,SHORT,48105.0,48337.36,48337.36,47843.6,-232.36,-3525.4,0,STOP LOSS,0.1822,15,75000,106.8,0.221,0.184,193.25,232.36,261.4,580.89,0.0,neutral,True,,75000,154301.34999999998,1,150775.94999999998
2024-05-24,2024-05-24 10:45:00,2024-05-24 14:45:00,2024,NSE-BANKNIFTY,VWAP_REV,LONG,48882.1,49051.45,48587.09,49324.61,169.35,2500.25,1,SQUARE OFF,0.1795,15,75000,21.35,,,,295.01,442.51,590.02,,neutral,True,0.09,75000,150775.94999999998,1,153276.19999999998
2024-05-27,2024-05-27 10:15:00,2024-05-27 11:45:00,2024,NSE-BANKNIFTY,ORB,LONG,49350.0,49611.61,49117.45,49611.61,261.61,3884.15,1,TARGET HIT,0.1178,15,75000,79.1,0.161,0.136,256.4,232.55,261.61,581.36,0.0,neutral,True,,75000,153276.19999999998,1,157160.34999999998
2024-07-19,2024-07-19 10:00:00,2024-07-19 11:00:00,2024,NSE-BANKNIFTY,ORB,SHORT,52387.85,52153.0,52596.61,52153.0,234.85,3482.75,1,TARGET HIT,0.1843,15,75000,120.3,0.228,0.231,223.3,208.76,234.85,521.89,0.0,neutral,True,,75000,157160.34999999998,1,160643.09999999998
2024-07-24,2024-07-24 10:15:00,2024-07-24 11:15:00,2024,NSE-BANKNIFTY,ORB,SHORT,51484.0,51242.79,51698.41,51242.79,241.21,3578.15,1,TARGET HIT,0.3551,15,75000,153.85,0.297,0.287,433.75,214.41,241.21,536.02,0.0,neutral,True,,75000,160643.09999999998,1,164221.24999999997
2024-07-29,2024-07-29 10:45:00,2024-07-29 12:00:00,2024,NSE-BANKNIFTY,ORB,LONG,52163.2,51933.98,51933.98,52421.07,-229.22,-3478.3,0,STOP LOSS,1.0,15,75000,239.5,0.467,0.418,552.9,229.22,257.87,573.04,0.0,neutral,True,,75000,164221.24999999997,1,160742.94999999998
2024-07-31,2024-07-31 10:00:00,2024-07-31 15:30:00,2024,NSE-BANKNIFTY,ORB,LONG,51826.65,51887.0,51564.4,52121.69,60.35,865.25,1,SQUARE OFF,0.1002,15,75000,298.3,0.58,0.455,155.95,262.25,295.04,655.64,0.0,neutral,True,,75000,160742.94999999998,1,161608.19999999998
2024-08-08,2024-08-08 10:00:00,2024-08-08 11:15:00,2024,NSE-BANKNIFTY,ORB,SHORT,50082.3,50371.47,50371.47,49756.98,-289.17,-4377.55,0,STOP LOSS,0.4274,15,75000,160.0,0.317,0.221,137.35,289.17,325.32,722.94,0.0,neutral,True,,75000,161608.19999999998,1,157230.65
2024-08-13,2024-08-13 10:15:00,2024-08-13 12:45:00,2024,NSE-BANKNIFTY,ORB,SHORT,50483.25,50175.24,50757.04,50175.24,308.01,4580.15,1,TARGET HIT,0.2408,15,75000,134.7,0.265,0.197,213.4,273.79,308.01,684.47,0.0,neutral,True,,75000,157230.65,1,161810.8
2024-08-20,2024-08-20 10:00:00,2024-08-20 15:30:00,2024,NSE-BANKNIFTY,ORB,LONG,50860.0,50868.0,50612.04,51138.95,8.0,80.0,1,SQUARE OFF,0.5646,15,75000,58.95,0.117,0.095,248.8,247.96,278.95,619.9,0.0,neutral,True,,75000,161810.8,1,161890.8
2024-08-22,2024-08-22 12:45:00,2024-08-22 15:30:00,2024,NSE-BANKNIFTY,ORB,LONG,51100.9,51035.0,50853.15,51379.62,-65.9,-1028.5,0,SQUARE OFF,0.0396,15,75000,115.6,0.227,0.187,242.5,247.75,278.72,619.39,0.0,neutral,True,,75000,161890.8,1,160862.3
2024-08-26,2024-08-26 10:00:00,2024-08-26 15:30:00,2024,NSE-BANKNIFTY,ORB,LONG,51367.15,51212.0,51132.92,51630.66,-155.15,-2367.25,0,SQUARE OFF,0.4107,15,75000,168.0,0.33,0.287,275.0,234.23,263.51,585.57,0.0,neutral,True,,75000,160862.3,1,158495.05
2024-09-30,2024-09-30 10:00:00,2024-09-30 13:30:00,2024,NSE-BANKNIFTY,ORB,SHORT,53600.0,53383.1,53792.8,53383.1,216.9,3213.5,1,TARGET HIT,0.6933,15,75000,204.1,0.377,0.423,342.15,192.8,216.9,482.0,0.0,neutral,True,,75000,158495.05,1,161708.55
2024-10-01,2024-10-01 11:15:00,2024-10-01 14:45:00,2024,NSE-BANKNIFTY,VWAP_REV,LONG,53451.0,53376.05,53197.13,53831.8,-74.95,-1164.25,0,SQUARE OFF,0.038,15,75000,32.35,,,,253.87,380.8,507.74,,neutral,True,0.019,75000,161708.55,1,160544.3
2024-10-04,2024-10-04 13:30:00,2024-10-04 15:00:00,2024,NSE-BANKNIFTY,ORB,SHORT,52020.0,51796.14,52218.98,51796.14,223.86,3317.9,1,TARGET HIT,0.9515,15,75000,141.1,0.269,0.284,320.3,198.98,223.86,497.46,0.0,neutral,True,,75000,160544.3,1,163862.19999999998
2024-10-08,2024-10-08 10:15:00,2024-10-08 15:30:00,2024,NSE-BANKNIFTY,ORB,LONG,51358.0,51435.0,51131.51,51612.8,77.0,1115.0,1,SQUARE OFF,0.4595,15,75000,62.1,0.122,0.11,401.9,226.49,254.8,566.21,0.0,neutral,True,,75000,163862.19999999998,1,164977.19999999998
2024-10-09,2024-10-09 10:15:00,2024-10-09 10:30:00,2024,NSE-BANKNIFTY,VWAP_REV,SHORT,51567.0,51860.58,51860.58,51126.63,-293.58,-4443.7,0,STOP LOSS,0.2164,15,75000,25.0,,,,293.58,440.37,587.16,,neutral,True,0.108,75000,164977.19999999998,1,160533.49999999997
2024-10-10,2024-10-10 10:00:00,2024-10-10 15:30:00,2024,NSE-BANKNIFTY,ORB,LONG,51737.3,51790.2,51498.12,52006.37,52.9,753.5,1,SQUARE OFF,0.8546,15,75000,109.9,0.214,0.184,153.0,239.18,269.07,597.94,0.0,neutral,True,,75000,160533.49999999997,1,161286.99999999997
2024-10-14,2024-10-14 10:00:00,2024-10-14 15:30:00,2024,NSE-BANKNIFTY,ORB,LONG,51850.0,52098.9,51597.72,52133.81,248.9,3693.5,1,SQUARE OFF,0.1763,15,75000,78.9,0.154,0.125,390.25,252.28,283.81,630.69,0.0,neutral,True,,75000,161286.99999999997,1,164980.49999999997
2024-10-25,2024-10-25 10:00:00,2024-10-25 15:30:00,2024,NSE-BANKNIFTY,ORB,SHORT,50665.0,50895.5,50955.87,50337.77,-230.5,-3497.5,0,SQUARE OFF,1.0,15,75000,147.6,0.286,0.203,553.7,290.87,327.23,727.19,0.0,neutral,True,,75000,164980.49999999997,1,161482.99999999997
2024-10-28,2024-10-28 10:00:00,2024-10-28 15:30:00,2024,NSE-BANKNIFTY,ORB,LONG,51460.0,51396.0,51174.41,51781.29,-64.0,-1000.0,0,SQUARE OFF,0.2958,15,75000,209.8,0.412,0.294,382.15,285.59,321.29,713.98,0.0,neutral,True,,75000,161482.99999999997,1,160482.99999999997
2024-10-31,2024-10-31 11:45:00,2024-10-31 14:00:00,2024,NSE-BANKNIFTY,ORB,SHORT,52078.75,51752.61,52368.66,51752.61,326.14,4852.1,1,TARGET HIT,0.0989,15,75000,88.15,0.169,0.122,199.75,289.91,326.14,724.76,0.0,neutral,True,,75000,160482.99999999997,1,165335.09999999998
2024-11-04,2024-11-04 10:45:00,2024-11-04 15:30:00,2024,NSE-BANKNIFTY,ORB,SHORT,51470.3,51535.0,51761.87,51142.29,-64.7,-1010.5,0,SQUARE OFF,0.3455,15,75000,84.2,0.162,0.116,448.05,291.57,328.01,728.91,0.0,neutral,True,,75000,165335.09999999998,1,164324.59999999998
2024-11-05,2024-11-05 10:30:00,2024-11-05 13:15:00,2024,NSE-BANKNIFTY,VWAP_REV,SHORT,51426.2,51791.85,51791.85,50877.73,-365.65,-5524.75,0,STOP LOSS,0.3907,15,75000,35.0,,,,365.65,548.47,731.29,,neutral,True,0.195,75000,164324.59999999998,1,158799.84999999998
2024-11-07,2024-11-07 10:00:00,2024-11-07 15:15:00,2024,NSE-BANKNIFTY,ORB,SHORT,52158.95,52175.0,52477.59,51800.48,-16.05,-280.75,0,SQUARE OFF,0.6363,15,75000,135.3,0.257,0.17,319.0,318.64,358.47,796.59,0.0,neutral,True,,75000,158799.84999999998,1,158519.09999999998
2024-11-08,2024-11-08 11:45:00,2024-11-08 13:15:00,2024,NSE-BANKNIFTY,ORB,SHORT,51735.5,52046.98,52046.98,51385.08,-311.48,-4712.2,0,STOP LOSS,0.4944,15,75000,64.95,0.124,0.083,327.05,311.48,350.42,778.71,0.0,neutral,True,,75000,158519.09999999998,1,153806.89999999997
2024-11-14,2024-11-14 10:45:00,2024-11-14 15:30:00,2024,NSE-BANKNIFTY,ORB,SHORT,50306.9,50333.0,50630.92,49942.38,-26.1,-431.5,0,SQUARE OFF,0.1595,15,75000,106.05,0.21,0.131,279.3,324.02,364.52,810.04,0.0,neutral,True,,75000,153806.89999999997,1,153375.39999999997
2024-11-19,2024-11-19 10:15:00,2024-11-19 14:45:00,2024,NSE-BANKNIFTY,ORB,LONG,50980.0,50678.37,50678.37,51319.33,-301.63,-4564.45,0,STOP LOSS,0.4067,15,75000,147.55,0.293,0.196,367.8,301.63,339.33,754.07,0.0,neutral,True,,75000,153375.39999999997,1,148810.94999999995
2024-11-22,2024-11-22 12:30:00,2024-11-22 15:30:00,2024,NSE-BANKNIFTY,ORB,LONG,51025.7,51109.75,50730.51,51357.79,84.05,1220.75,1,SQUARE OFF,0.0492,15,75000,110.0,0.218,0.149,491.6,295.19,332.09,737.98,0.0,neutral,True,,75000,148810.94999999995,1,150031.69999999995
2024-11-27,2024-11-27 12:00:00,2024-11-27 15:30:00,2024,NSE-BANKNIFTY,ORB,LONG,52614.55,52628.0,52323.16,52942.37,13.45,161.75,1,SQUARE OFF,0.1354,15,75000,314.0,0.602,0.431,263.95,291.39,327.82,728.48,0.0,neutral,True,,75000,150031.69999999995,1,150193.44999999995
2024-11-28,2024-11-28 10:00:00,2024-11-28 10:30:00,2024,NSE-BANKNIFTY,ORB,LONG,53026.0,52758.78,52758.78,53326.63,-267.22,-4048.3,0,STOP LOSS,0.9281,15,75000,61.95,0.118,0.093,209.95,267.22,300.63,668.06,0.0,neutral,True,,75000,150193.44999999995,1,146145.14999999997
2024-11-29,2024-11-29 10:45:00,2024-11-29 14:45:00,2024,NSE-BANKNIFTY,VWAP_REV,LONG,52330.0,52366.9,51974.88,52862.68,36.9,513.5,1,SQUARE OFF,0.0814,15,75000,49.85,,,,355.12,532.68,710.24,,neutral,True,0.041,75000,146145.14999999997,1,146658.64999999997
2024-12-03,2024-12-03 10:00:00,2024-12-03 15:15:00,2024,NSE-BANKNIFTY,ORB,LONG,52724.0,52888.85,52446.04,53036.7,164.85,2432.75,1,SQUARE OFF,0.0465,15,75000,120.0,0.229,0.173,262.1,277.96,312.7,694.89,0.0,neutral,True,,75000,146658.64999999997,1,149091.39999999997
2024-12-04,2024-12-04 11:45:00,2024-12-04 13:30:00,2024,NSE-BANKNIFTY,VWAP_REV,SHORT,53087.0,53422.7,53422.7,52583.45,-335.7,-5075.5,0,STOP LOSS,0.1925,15,75000,33.55,,,,335.7,503.55,671.4,,neutral,True,0.096,75000,149091.39999999997,1,144015.89999999997
2024-12-05,2024-12-05 11:45:00,2024-12-05 12:15:00,2024,NSE-BANKNIFTY,VWAP_REV,LONG,53264.0,53746.63,52942.24,53746.63,482.63,7199.45,1,TARGET HIT,0.0078,15,75000,45.95,,,,321.76,482.63,643.51,,neutral,True,0.004,75000,144015.89999999997,1,151215.34999999998
2024-12-09,2024-12-09 15:00:00,2024-12-09 15:15:00,2024,NSE-BANKNIFTY,ORB,SHORT,53502.05,53535.85,53751.33,53221.61,-33.8,-547.0,0,SQUARE OFF,0.1107,15,75000,100.05,0.186,0.161,257.0,249.28,280.44,623.2,0.0,neutral,True,,75000,151215.34999999998,1,150668.34999999998
2024-12-13,2024-12-13 10:00:00,2024-12-13 10:30:00,2024,NSE-BANKNIFTY,ORB,SHORT,52790.5,52546.34,53007.53,52546.34,244.16,3622.4,1,TARGET HIT,0.532,15,75000,85.45,0.16,0.157,472.9,217.03,244.16,542.58,0.0,neutral,True,,75000,150668.34999999998,1,154290.74999999997
2024-12-17,2024-12-17 10:00:00,2024-12-17 11:30:00,2024,NSE-BANKNIFTY,ORB,SHORT,53335.0,53069.32,53571.16,53069.32,265.68,3945.2,1,TARGET HIT,0.6498,15,75000,176.0,0.328,0.298,207.85,236.16,265.68,590.4,0.0,neutral,True,,75000,154290.74999999997,1,158235.94999999998
2024-12-18,2024-12-18 10:00:00,2024-12-18 12:30:00,2024,NSE-BANKNIFTY,ORB,SHORT,52545.2,52266.49,52792.94,52266.49,278.71,4140.65,1,TARGET HIT,0.5748,15,75000,64.7,0.122,0.104,311.95,247.74,278.71,619.36,0.0,neutral,True,,75000,158235.94999999998,1,162376.59999999998
2024-12-20,2024-12-20 10:00:00,2024-12-20 10:45:00,2024,NSE-BANKNIFTY,ORB,SHORT,51275.0,51524.22,51524.22,50994.63,-249.22,-3778.3,0,STOP LOSS,0.6963,15,75000,142.4,0.275,0.229,316.1,249.22,280.37,623.05,0.0,neutral,True,,75000,162376.59999999998,1,158598.3
2024-12-23,2024-12-23 10:15:00,2024-12-23 13:00:00,2024,NSE-BANKNIFTY,ORB,LONG,51420.0,51153.64,51153.64,51719.66,-266.36,-4035.4,0,STOP LOSS,0.204,15,75000,169.85,0.334,0.255,379.1,266.36,299.65,665.9,0.0,neutral,True,,75000,158598.3,1,154562.9
2024-12-27,2024-12-27 11:15:00,2024-12-27 14:45:00,2024,NSE-BANKNIFTY,VWAP_REV,SHORT,51842.35,51665.0,52155.04,51373.31,177.35,2620.25,1,SQUARE OFF,0.0585,15,75000,1.95,,,,312.69,469.04,625.39,,neutral,True,0.029,75000,154562.9,1,157183.15
2024-12-30,2024-12-30 13:15:00,2024-12-30 14:00:00,2024,NSE-BANKNIFTY,ORB,SHORT,51429.85,51157.87,51671.61,51157.87,271.98,4039.7,1,TARGET HIT,0.2769,15,75000,100.0,0.193,0.165,239.25,241.76,271.98,604.39,0.0,neutral,True,,75000,157183.15,1,161222.85
