feature,ic_pearson,ic_p_pvalue,ic_spearman,ic_s_pvalue,ic_p_ci_lo,ic_p_ci_hi,sign_match,n,feat_std,abs_ic_p
pvol_client_total_net,-0.09913601734136956,0.21086944048401488,-0.0966931216931217,0.2223891700335779,-0.2296835487832063,0.022101286884571265,0.4720496894409938,161,168648.2787174339,0.09913601734136956
pvol_client_total_short,0.09871182723936041,0.21283845967928622,0.06332240625718887,0.42486351530542044,-0.028172894011755854,0.23345571073522836,0.484472049689441,161,38443684.48709272,0.09871182723936041
pvol_client_total_long,0.09847120256329864,0.21396122703607467,0.06373648493213711,0.42183545455699445,-0.057378500225647784,0.251979345412876,0.484472049689441,161,38367838.76405105,0.09847120256329864
poi_dii_fut_idx_short,-0.09841547346890865,0.21422186437214458,-0.13954053548541476,0.07749277299493604,-0.3456389334123087,0.11668538466519533,0.4472049689440994,161,6519.542556573433,0.09841547346890865
banknifty_max_pain_dev_pct,0.09769063412179742,0.21763251431694156,0.1520128824476651,0.05422929414076729,-0.10730795401373328,0.4000970103165864,0.5714285714285714,161,1.6754353403956832,0.09769063412179742
mkt_fno_total_crore,0.09730015074310208,0.21948583688880435,0.05794513457556937,0.465313036993812,-0.0730889730844456,0.25716881453251755,0.484472049689441,161,21655847.904572755,0.09730015074310208
pvol_pro_opt_idx_pe_long,0.09708150992351104,0.22052844322323656,0.05563319530710835,0.48333489390424755,-0.050243858820593276,0.24010775755664518,0.484472049689441,161,40865938.29320869,0.09708150992351104
pvol_pro_opt_idx_pe_short,0.09705646155925912,0.2206481126048902,0.05572808833678399,0.4825878795576928,-0.09112327497747938,0.25959798635649406,0.484472049689441,161,40843785.96111908,0.09705646155925912
pvol_fii_opt_idx_pe_long,0.09640517489480649,0.22377586159374654,0.06491545893719806,0.4132828474327548,-0.05436481377807545,0.2357436369524363,0.4968944099378882,161,3402760.942808939,0.09640517489480649
poi_dii_opt_idx_ce_long,0.09524086349723568,0.22944536541068675,0.08817545824359325,0.2660214635256113,0.0025899109199262822,0.20251002386689984,0.5341614906832298,161,3744.949035386163,0.09524086349723568
pvol_fii_opt_idx_pe_short,0.09501870437452835,0.23053854845422686,0.06428283873936048,0.4178593387749524,-0.0464756891118329,0.2510088025174832,0.4968944099378882,161,3412358.4157406962,0.09501870437452835
mkt_fno_total_contracts,0.09497729905625064,0.23074269723433596,0.04105705083965954,0.6050762371516547,-0.0741485478528756,0.2379151699385707,0.484472049689441,161,126784591.87856714,0.09497729905625064
pvol_pro_fut_stk_short,-0.09469278437463793,0.23214893795628144,-0.13249079825166782,0.093852827071923,-0.20695664543665052,0.019172856129962945,0.43478260869565216,161,278901.9874225948,0.09469278437463793
pvol_pro_total_long,0.09397178830684927,0.2357394796052857,0.04245744191396365,0.592810212535312,-0.05509588790559622,0.2512420768632277,0.484472049689441,161,82032574.51828516,0.09397178830684927
pvol_pro_total_short,0.09391955014024032,0.2360011280894264,0.0423539222452266,0.5937130666199959,-0.07461015835203753,0.25990354974316227,0.484472049689441,161,81953700.95508984,0.09391955014024032
banknifty_pe_oi_total,-0.09281866048645766,0.2415626011848463,-0.06846675868414999,0.3881430263085004,-0.27972429350785877,0.07392438367491687,0.4720496894409938,161,3118183.2641780153,0.09281866048645766
poi_fii_fut_stk_net,-0.09264216265822287,0.24246266185939144,-0.1544024614676789,0.05050922680488247,-0.28383667637478305,0.06541679593396374,0.4472049689440994,161,161377.22108287123,0.09264216265822287
poi_dii_opt_idx_pe_long,-0.09178471031468216,0.24686852277348684,-0.061717735298928704,0.43671628638141446,-0.19805453431542017,0.0107496084901903,0.453416149068323,161,14120.667220535495,0.09178471031468216
pvol_client_fut_idx_net,0.09119309224728205,0.24994064198397206,0.1550337553440671,0.04956260255053714,-0.0325678688389831,0.24590328705770814,0.5590062111801242,161,9819.792013584713,0.09119309224728205
pvol_client_fut_idx_long,0.09112607988311772,0.2502902803810708,0.13662736990123867,0.0839501005433519,-0.058441817722374785,0.2401340694493269,0.5590062111801242,161,33536.34312969173,0.09112607988311772
fii_stats_ni_opt_buy_contracts,0.09101456553925971,0.25087285843571616,0.08016735679779159,0.31205860371782096,-0.0629038268848227,0.25127236486571086,0.5217391304347826,161,6370126.926413492,0.09101456553925971
nifty_ce_vol_total,0.09091887692131265,0.25137350586609164,0.07883597883597886,0.3201886584798088,-0.06973892736500431,0.24302151383017082,0.5093167701863354,161,57921223.5501609,0.09091887692131265
fii_stats_ni_opt_sell_contracts,0.08981051348472377,0.25722285331684963,0.07602369450195538,0.33780854775727864,-0.07368048962917545,0.27191622756328687,0.5217391304347826,161,6376451.156108698,0.08981051348472377
nifty_opt_idx_mkt_contracts,0.08927516586519599,0.2600813800282992,0.06973199907982518,0.37941417005465183,-0.07928096849297586,0.24586776598416576,0.5093167701863354,161,119550554.31568968,0.08927516586519599
pvol_pro_fut_stk_long,-0.08918072110256858,0.2605879258113221,-0.13306590752242928,0.0924229478327396,-0.20780486307405213,0.023246254478598617,0.4472049689440994,161,275015.2414149432,0.08918072110256858
pvol_pro_fut_stk_net,0.0877911172956368,0.26811913110092966,0.04914883827927306,0.5358215221087332,-0.06108661657791018,0.2273558926378732,0.5093167701863354,161,21459.439987988015,0.0877911172956368
pvol_client_fut_stk_long,-0.08753379543284381,0.2695298249060741,-0.1491459627329193,0.05898839251300865,-0.2094683851060277,0.006630474488390432,0.45962732919254656,161,232198.05239193162,0.08753379543284381
fii_stats_ni_opt_buy_crore,0.08702500503175804,0.27233394945115647,0.07161835748792272,0.3666244350830973,-0.08483799055258777,0.2657037489369022,0.4968944099378882,161,1073601.134311851,0.08702500503175804
nifty_pe_vol_total,0.08683583415008034,0.2733815628899389,0.06411318150448585,0.4190916802612702,-0.09084577269304811,0.2423765853369127,0.5093167701863354,161,58016591.520947434,0.08683583415008034
pvol_fii_total_net,0.08623922666917165,0.27670338779558185,0.0571227283183805,0.47168104975346903,-0.04832273171735241,0.2456880165974539,0.5093167701863354,161,81349.3409291881,0.08623922666917165
fii_stats_ni_opt_sell_crore,0.08588484953683935,0.27868935714672877,0.07022946859903383,0.3760151596916653,-0.09184977954079554,0.26498934859208756,0.4968944099378882,161,1073166.3071930935,0.08588484953683935
pvol_fii_total_long,0.08548240768128357,0.2809563080785737,0.0382533931446975,0.6299654153928247,-0.0752777991973744,0.2340931028663968,0.5217391304347826,161,7018075.889933246,0.08548240768128357
nifty_opt_idx_mkt_crore,0.0854576186076885,0.28109634896337604,0.0646077754773407,0.4155050033251908,-0.07422228693832754,0.2726148801552608,0.484472049689441,161,20326333.378736287,0.0854576186076885
poi_dii_fut_idx_net,0.0846038415784239,0.2859482441614308,0.08833266117312893,0.26516670988664104,-0.08123540374421422,0.27072099184801773,0.5341614906832298,161,13761.5410612854,0.0846038415784239
pvol_fii_total_short,0.08440273956654454,0.28709918672141493,0.03734472049689442,0.6381240375870346,-0.07029060577747097,0.23855510121897897,0.5217391304347826,161,7024730.751093965,0.08440273956654454
poi_pro_fut_idx_long,-0.08397696637652441,0.2895461706508409,0.0035728689130939423,0.9641220343255119,-0.23801065293434756,0.12306691478720225,0.5217391304347826,161,17320.588826091654,0.08397696637652441
nifty_volt_log_ret_fut,-0.08371707993729778,0.2910465957866752,-0.07770882052913537,0.3271779055355589,-0.23441602397325118,0.07740376360590835,0.4472049689440994,161,0.009016862315988083,0.08371707993729778
poi_client_fut_idx_long,0.08338222569656548,0.292987461835229,0.1477311939268461,0.0614605162985612,-0.13079548174850963,0.32585843821975996,0.5962732919254659,161,35334.57337151493,0.08338222569656548
pvol_client_fut_stk_short,-0.07984302547752976,0.31402660518300246,-0.13059868875086267,0.09868147501891833,-0.185147100822618,0.03366847580467952,0.4472049689440994,161,237005.5621096258,0.07984302547752976
pvol_pro_total_net,0.07980757365076604,0.3142422115931703,0.09350701633310331,0.2380745608674972,-0.012227418549120817,0.18453103308480082,0.546583850931677,161,146514.92751152194,0.07980757365076604
fii_stats_bn_fut_sell_crore,-0.07933984444982337,0.31709581406533766,-0.05247009431792041,0.5085874086024672,-0.20426088779292523,0.04552759046072822,0.4968944099378882,161,770.6431216199542,0.07933984444982337
banknifty_opt_idx_mkt_oi,-0.07889878775955732,0.3198020603704158,-0.07968426501035199,0.314992885229701,-0.2509666177838257,0.07799420541783877,0.4968944099378882,161,10244971.917789655,0.07889878775955732
fii_stats_bn_fut_sell_contracts,-0.07738709000109714,0.3291907481624452,-0.03140966056266052,0.6924472546530147,-0.1787222721280101,0.043870897565526035,0.484472049689441,161,4452.598855972203,0.07738709000109714
fii_stats_idx_fut_net_crore,-0.0761343764644414,0.3371036380279263,-0.12829537612146308,0.10482231441041001,-0.21016032978684923,0.019154080800958692,0.4968944099378882,161,1964.98532562994,0.0761343764644414
fii_stats_idx_fut_sell_crore,-0.07606894635815428,0.3375202350981044,-0.015648723257418912,0.8438080122972274,-0.1954724160116864,0.07389795147576636,0.5341614906832298,161,4014.6106088972115,0.07606894635815428
fii_stats_stk_fut_eod_oi_crore,-0.0760349648514949,0.3377367264506946,-0.08356337704163792,0.2919364152172066,-0.24637441102208812,0.0798806804889205,0.4720496894409938,161,22684.10603078622,0.0760349648514949
fii_stats_idx_fut_sell_contracts,-0.07544259001215009,0.3415248528893691,-8.626645263003483e-05,0.9991334420112281,-0.19962154204349578,0.07382855228049427,0.5341614906832298,161,24936.838665663792,0.07544259001215009
pvol_fii_fut_idx_net,-0.07536129490666116,0.34204681375893736,-0.136183097670194,0.08497174400744248,-0.22099724255111167,0.03115895646019425,0.4968944099378882,161,11557.647476826869,0.07536129490666116
poi_dii_fut_stk_net,0.07394378336670378,0.35122918410939397,0.08107890499194849,0.306570651895778,-0.07262833549497306,0.24856934908674866,0.5093167701863354,161,275086.55316381383,0.07394378336670378
fii_stats_bn_fut_eod_oi_contracts,0.07390222028314444,0.35150073580229235,0.05706957173739954,0.472094279874675,-0.12314713402525002,0.27641605643460115,0.546583850931677,161,11954.541831155937,0.07390222028314444
nifty_fut_idx_mkt_oi,0.07367567545841716,0.3529831775997301,0.1342678858983207,0.08949047189954278,-0.12083626245043323,0.27861928783738726,0.5590062111801242,161,2802510.376262968,0.07367567545841716
fii_stats_idx_fut_net_contracts,-0.07347458600742302,0.35430232361406894,-0.1380148220143717,0.08082281005927892,-0.20137882566806511,0.03380544564454058,0.4968944099378882,161,11574.055854066173,0.07347458600742302
banknifty_volt_log_ret_fut,-0.07302261186120146,0.35727851200538635,-0.09591535535670422,0.22614877984326398,-0.23220554907898638,0.09572239853899375,0.484472049689441,161,0.010946488393367985,0.07302261186120146
fii_stats_ni_fut_net_crore,-0.07188523634736604,0.3648367154787564,-0.1056907062341845,0.18208726366142167,-0.2050273302891547,0.02682196857686545,0.484472049689441,161,1611.2960082891523,0.07188523634736604
pvol_fii_fut_idx_short,-0.07117577074385383,0.36960105686495004,0.016071440124975488,0.8396448036168226,-0.19863312756195972,0.08061053121658594,0.546583850931677,161,25083.585854627625,0.07117577074385383
fii_stats_ni_fut_net_contracts,-0.07027611154498647,0.37569742468722245,-0.10686968023924547,0.17723231222710817,-0.20118850041378572,0.049085793526294254,0.484472049689441,161,9599.880196485728,0.07027611154498647
nifty_pe_oi_total,-0.07003835202787531,0.37731877423836946,-0.057318265470439396,0.4701626785376839,-0.20516800775008665,0.042592045025679516,0.4720496894409938,161,33855431.97468853,0.07003835202787531
poi_fii_total_short,-0.069987256041279,0.377667769197036,-0.0352311939268461,0.657267952416466,-0.22695731038902137,0.12450361841229557,0.5093167701863354,161,713888.6542996793,0.069987256041279
banknifty_pcr_oi,-0.06992363609677701,0.37810258037263295,-0.06788014722797331,0.39223082504169327,-0.24592648180288887,0.0742997386242861,0.4472049689440994,161,0.14854946939483896,0.06992363609677701
pvol_dii_opt_idx_ce_long,0.06956208479372027,0.3805794017186941,0.12270774410890763,0.12096851910477296,-0.017502612189393044,0.24866790329911115,0.5403726708074534,161,2158.988927748299,0.06956208479372027
pvol_client_fut_idx_short,0.06954243827206255,0.3807142731768613,0.11562859443294228,0.14411581691206474,-0.08147684538802459,0.22677538460996446,0.5590062111801242,161,31067.911016113143,0.06954243827206255
nifty_volt_log_ret_spot,-0.06609657790215352,0.40481753985492974,-0.0525478096213587,0.5079588669788404,-0.2103281495205549,0.07382060982452988,0.484472049689441,161,0.008890281252475558,0.06609657790215352
fii_stats_stk_opt_net_crore,0.06464186282244459,0.4152584734233479,0.037491373360938586,0.6368043227245088,-0.0786660973372885,0.19200344840523142,0.5217391304347826,161,846.1966871697807,0.06464186282244459
fii_stats_stk_opt_net_contracts,0.06430932663030858,0.4176671293443163,0.039942805341916625,0.6149156395657671,-0.057129052150858534,0.20567742848595771,0.546583850931677,161,12434.997570843305,0.06430932663030858
nifty_ce_oi_total,-0.06415117878291568,0.41881549506027577,-0.08997296986427424,0.25635969332407443,-0.23141388992759568,0.10132837837969182,0.4720496894409938,161,41281217.744518414,0.06415117878291568
fii_stats_ni_fut_sell_contracts,-0.06361115687987029,0.422750624038956,0.008245635097220828,0.9173186090714824,-0.22263301147564854,0.09258794449098119,0.5341614906832298,161,18878.752841860416,0.06361115687987029
fii_stats_ni_fut_sell_crore,-0.06318116586403347,0.4258992433842229,0.0019755003450655628,0.9801578587229349,-0.2014736417184352,0.09559969503840673,0.5341614906832298,161,2996.299263825022,0.06318116586403347
poi_dii_fut_stk_long,-0.0630735639825047,0.4266892758314666,-0.03374453646192777,0.6708694844600924,-0.2194145557035623,0.10974533072932904,0.4720496894409938,161,74029.75708328227,0.0630735639825047
banknifty_volt_log_ret_spot,-0.06202297994751973,0.4344472017613877,-0.07202673684923708,0.36389104972819175,-0.22120350844274198,0.12326505121096326,0.515527950310559,161,0.011040197826512615,0.06202297994751973
pvol_client_fut_stk_net,-0.059937735151839644,0.45008214157420184,-0.05112146307798483,0.5195587729916277,-0.1849070316689461,0.07428840523383505,0.5217391304347826,161,23389.867511567816,0.059937735151839644
banknifty_max_ce_oi_strike,-0.05914170056975497,0.45613299137310037,-0.030639363296138665,0.6996216042959074,-0.20910038275942402,0.07347094864754881,0.515527950310559,161,1775.5949925700263,0.05914170056975497
poi_dii_total_long,-0.05735527244254317,0.4698756158903419,-0.028919369680239247,0.7157365441465642,-0.22156296919005297,0.11033452085494068,0.4968944099378882,161,94616.86703166929,0.05735527244254317
pvol_dii_total_net,-0.05680238857910306,0.4741743051875793,-0.007456291695422131,0.9252093645033656,-0.2355028235064744,0.12353990680824738,0.484472049689441,161,35022.93629427806,0.05680238857910306
fii_stats_bn_fut_eod_oi_crore,0.056430774431752595,0.4770756019510331,0.04228490913273523,0.5943153154225558,-0.11701954305155687,0.23045333042429708,0.546583850931677,161,1906.527460457769,0.056430774431752595
poi_dii_opt_idx_pe_short,0.054188104485003524,0.4947873496624895,0.08896014547118553,0.26177359487886404,-0.08357871990969301,0.1969277099756269,0.5714285714285714,161,230.93328353465938,0.054188104485003524
banknifty_ce_oi_chg,0.052583905148196275,0.507667072898776,0.03352311939268461,0.6729045516541543,-0.060732714563639094,0.1429397571475278,0.5217391304347826,161,1685747.1087523887,0.052583905148196275
nifty_pe_oi_chg,-0.05241144389857899,0.5090620255598516,-0.019225902921555096,0.8087252115320651,-0.21319126685389053,0.07530338077209907,0.4968944099378882,161,32174772.969497677,0.05241144389857899
banknifty_ce_oi_total,-0.04989649799978629,0.5296278908752121,-0.00986024844720497,0.9012038861861886,-0.19184359148841912,0.11000455189706326,0.4968944099378882,161,3815993.4249468027,0.04989649799978629
fii_stats_bn_fut_net_crore,-0.04748096201140277,0.549767189041153,-0.11600241545893722,0.14281492875338553,-0.21487960297841435,0.10298740537652724,0.43478260869565216,161,532.3278714712837,0.04748096201140277
poi_dii_fut_idx_long,0.04626423714518339,0.5600511688695967,0.04808064193794069,0.5447327258471336,-0.06239216730194719,0.1707250857662506,0.4968944099378882,161,11297.179086254671,0.04626423714518339
banknifty_max_pe_oi_strike,-0.045401424466418594,0.5673993523278369,-0.02244913993569267,0.7774345758050405,-0.15391947022376834,0.09268177992505196,0.4720496894409938,161,2709.5838648207396,0.045401424466418594
fii_stats_bn_fut_net_contracts,-0.04295307377899996,0.5884961880585339,-0.12230435113934764,0.12220492545796774,-0.22433963014773384,0.1152863069746657,0.43478260869565216,161,2966.276437706254,0.04295307377899996
cd_usdinr_vol_d_pct,0.04200698185254433,0.6014123519873005,-0.005096475648321454,0.949488784691583,-0.11561058385720213,0.1736917779779222,0.4968152866242038,157,0.02083725648298132,0.04200698185254433
cd_usdinr_vol_annual_pct,0.04200611479811784,0.6014198643307841,-0.005096475648321454,0.949488784691583,-0.12055144528287616,0.1525916949796172,0.4968152866242038,157,0.3980952100217458,0.04200611479811784
fii_stats_stk_fut_net_crore,-0.041983148271095776,0.596951900458543,-0.0355072463768116,0.6547544929129127,-0.18290023987348863,0.10375981152707128,0.4968944099378882,161,2277.771681067384,0.041983148271095776
nifty_atm_pe_oi,0.040633269881853194,0.6088102218513282,-0.01022256728778468,0.8975930428267958,-0.1478922728255783,0.20283512711013157,0.484472049689441,161,5958150.308993435,0.040633269881853194
nifty_max_pe_oi_strike,-0.03772858866486731,0.6346720607963042,-0.13032624041947233,0.09939265910266423,-0.33340817555399366,0.23307841806941648,0.40993788819875776,161,1461.9761364682,0.03772858866486731
nifty_max_pain_dev_pct,0.03271171869731933,0.6803824247375563,0.0887307338394295,0.2630106726001263,-0.17355230788844334,0.2582403091167691,0.5093167701863354,161,0.34427570931849455,0.03271171869731933
pvol_dii_opt_idx_pe_long,0.03067302444203472,0.6993075319080301,-0.028924346722579687,0.7156897277469387,-0.0800808881125547,0.15005915367195863,0.4409937888198758,161,5074.5952190637545,0.03067302444203472
banknifty_pcr_vol,-0.029533784768224318,0.7099651194961688,-0.07830112721417071,0.32349300497967604,-0.2815806200755988,0.1958494502118134,0.4720496894409938,161,0.1262328751894136,0.029533784768224318
banknifty_fut_idx_mkt_qty,0.029056024521897032,0.7144514896036558,0.06617207269381184,0.4042799694391943,-0.09608749469528761,0.1309942634609314,0.5217391304347826,161,541643.8130820602,0.029056024521897032
nifty_fut_idx_mkt_crore,-0.026866969738802975,0.7351307616181025,0.04484414538762365,0.5721696266868763,-0.14741202984847115,0.10308434928612609,0.5217391304347826,161,9295.634091388514,0.026866969738802975
pvol_dii_opt_idx_ce_short,-0.02517577673299641,0.7512390603936857,0.12406465335071755,0.11688063152841838,-0.11364456526931267,0.23257954276803322,0.5217391304347826,161,1368.956470998102,0.02517577673299641
poi_fii_fut_stk_short,0.02488064092521942,0.7540614377497912,0.017897400506096162,0.82171390379147,-0.19578865754481148,0.2324850259571417,0.546583850931677,161,360290.9241933719,0.02488064092521942
banknifty_fut_idx_mkt_contracts,0.024419022922171664,0.7584824000735549,0.055069588221762146,0.4877844919655504,-0.10239602510024047,0.1446016398621073,0.5341614906832298,161,17790.86317390237,0.024419022922171664
poi_fii_fut_stk_long,-0.024308420877410843,0.759542815700883,-0.013765240395675182,0.8624088688140812,-0.21427868087746127,0.18515773231414623,0.484472049689441,161,246254.8135729907,0.024308420877410843
mkt_idx_fut_crore,-0.023750672102350073,0.7648971128548819,0.037361973775017265,0.637968717942736,-0.1464213540837128,0.10286035124907994,0.5341614906832298,161,12857.693878817898,0.023750672102350073
nifty_ce_oi_chg,-0.02262762512082478,0.7757117736871613,-0.032568438003220616,0.6817061661706884,-0.14449544029063763,0.1049503240376163,0.484472049689441,161,37957873.13521744,0.02262762512082478
nifty_fut_idx_mkt_contracts,-0.021901324747558484,0.7827290208358355,0.06653439153439154,0.4017059248712328,-0.1429823107884592,0.11633054981566751,0.546583850931677,161,58985.782895253615,0.021901324747558484
nifty_atm_ce_oi,0.021889624838182537,0.7828422061784936,-0.073404071773637,0.3547656262054817,-0.11979033066413228,0.1721294020476231,0.422360248447205,161,7073500.037916907,0.021889624838182537
banknifty_fut_idx_mkt_oi,0.021769543574970927,0.7840041394056197,0.07929319070623418,0.31738136758956886,-0.1447112534748943,0.1834292129080478,0.5341614906832298,161,550883.8495128368,0.021769543574970927
fii_stats_bn_opt_net_crore,0.021557271837923796,0.78605929417898,0.08445192086496435,0.2868174277022766,-0.11468634808445943,0.1547262287824098,0.546583850931677,161,1828.4022206547115,0.021557271837923796
fii_stats_bn_opt_net_contracts,0.02108684289316891,0.7906191005186611,0.09466586151368761,0.23228231813925188,-0.11716318474458809,0.1338660858389817,0.5714285714285714,161,10002.01140841833,0.02108684289316891
banknifty_atm_pe_oi,0.02022007471784272,0.7990390816762506,-0.1408701403266621,0.0746818587866866,-0.1584972752780057,0.1683174389930914,0.39751552795031053,161,560890.8310288865,0.02022007471784272
mkt_idx_fut_contracts,-0.018274889813387422,0.8180181213773361,0.05565907522429262,0.48313110107600377,-0.13547359720562038,0.11913828531283896,0.5341614906832298,161,80542.4229435038,0.018274889813387422
pvol_pro_fut_idx_short,0.017847679714327894,0.8222009858116271,0.04445882217621349,0.5754789673583487,-0.06951646591075354,0.12888590922856027,0.5093167701863354,161,24066.703252026815,0.017847679714327894
nifty_fut_idx_mkt_qty,-0.01747045408624081,0.8258986166213169,0.06600816655164482,0.4054476222360073,-0.16226071358869582,0.11127795484817002,0.5217391304347826,161,3840202.9217007766,0.01747045408624081
pvol_pro_fut_idx_long,0.016148384558006667,0.8388874757941834,0.05736714975845411,0.4697835040305305,-0.08507863588933749,0.12925634118475793,0.5341614906832298,161,23949.89369711493,0.016148384558006667
banknifty_fut_idx_mkt_crore,0.01564678233038363,0.8438271379573486,0.04342362548884289,0.5844138069581992,-0.09290808384329398,0.12894435177718722,0.5341614906832298,161,2978.055120651446,0.01564678233038363
nifty_pcr_vol,-0.01537256614304948,0.846530142730473,-0.05193811824246607,0.51290071589117,-0.17007917292794733,0.14711302779707158,0.43478260869565216,161,0.09081702671760684,0.01537256614304948
cd_usdinr_near_settle,-0.014342748620129016,0.858497446672919,0.025581649558293833,0.7504638773184615,-0.12178367827159074,0.11213435899513353,0.4968152866242038,157,1.8771410910790398,0.014342748620129016
nifty_opt_idx_mkt_oi,0.01356838217273039,0.864357550256313,0.02418622038187256,0.7607149542350745,-0.17063118769185462,0.19921912433923872,0.4968944099378882,161,92910544.29615107,0.01356838217273039
poi_pro_fut_idx_net,-0.01085105991475821,0.8913345524173726,0.0722912353347136,0.3621274490244645,-0.14822860291278053,0.17862033969625946,0.5341614906832298,161,17401.187791196542,0.01085105991475821
pvol_fii_fut_stk_net,-0.010833306905782436,0.8915112456363664,-0.029089026915113874,0.7141412666239435,-0.16189223742198108,0.12770631640989152,0.484472049689441,161,35476.48563125172,0.010833306905782436
fii_stats_stk_fut_net_contracts,-0.01064755844211435,0.8933602925142408,-0.028916494133885442,0.7157635933697772,-0.17981476586277184,0.12142986157279358,0.484472049689441,161,35500.618131073104,0.01064755844211435
poi_fii_fut_idx_long,0.008400675923499135,0.9157696498964252,-0.0423970554405337,0.5933368016649939,-0.2222309368715968,0.22649134244906413,0.4968944099378882,161,17869.098771014626,0.008400675923499135
banknifty_pe_oi_chg,-0.0070566683153068695,0.9292070718209686,-0.009906257188865885,0.9007452525645869,-0.1566572875546206,0.18618439344605292,0.45962732919254656,161,1327871.0463922431,0.0070566683153068695
pvol_pro_fut_idx_net,-0.005983104490704716,0.9399551580320407,0.014780308258569129,0.8523742163884749,-0.15158737309860856,0.1293850596715332,0.5217391304347826,161,7150.588451868622,0.005983104490704716
fii_stats_stk_fut_eod_oi_contracts,0.004999496080690453,0.9498122141843381,0.0006527490223142399,0.9934431210920679,-0.17318881345543538,0.2319038008627708,0.4720496894409938,161,595700.7294300847,0.004999496080690453
banknifty_atm_ce_oi,-0.004368867221527202,0.9561360479928929,-0.13802622498274672,0.08079750165542023,-0.15940680529598253,0.11516134335386069,0.4472049689440994,161,505339.7026926637,0.004368867221527202
pvol_dii_fut_idx_net,0.0039985023643937904,0.9598513013094756,0.019328012606433322,0.8077289997801864,-0.12361830409867777,0.11496153562581053,0.484472049689441,161,4572.9118543992945,0.0039985023643937904
pvol_dii_fut_stk_net,-0.0036595538835989816,0.9632521655644732,0.027787862166344716,0.7264072074571797,-0.13962365624289008,0.14355765230455916,0.4968944099378882,161,26693.109396483575,0.0036595538835989816
nifty_pcr_oi,-0.0016755588800561848,0.9831700213372658,0.005362893949850472,0.94616952119201,-0.17513599102571534,0.13059900740537586,0.5093167701863354,161,0.266396607295282,0.0016755588800561848
irf_fii_long_excl_lt,,,,,,,0.5833333333333334,156,0.0,
irf_fii_long_lt,,,,,,,0.5833333333333334,156,0.0,
irf_fii_long_total,,,,,,,0.5833333333333334,156,0.0,
fpi_long_cr,,,,,,,0.5870967741935483,155,0.0,
fpi_permissible,,,,,,,0.5870967741935483,155,0.0,
fpi_available,,,,,,,0.5870967741935483,155,0.0,
fpi_pct_used,,,,,,,0.5870967741935483,155,0.0,
